item.type,item.value,image.type,image.value,itemLabel.xml:lang,itemLabel.type,itemLabel.value,typeLabel.xml:lang,typeLabel.type,typeLabel.value,locationLabel.xml:lang,locationLabel.type,locationLabel.value,creatorLabel.xml:lang,creatorLabel.type,creatorLabel.value,collectionLabel.xml:lang,collectionLabel.type,collectionLabel.value,museumLabel.xml:lang,museumLabel.type,museumLabel.value,name_norm,creator_norm
uri,http://www.wikidata.org/entity/Q111034122,,,en,literal,Saint Nicholas of Myra saves three innocents from death,en,literal,painting,,,,,,,,,,en,literal,Fine Arts Museum Kharkiv,saint nicholas of myra saves three innocents from death,
uri,http://www.wikidata.org/entity/Q112300831,,,en,literal,Historian Nikolai Ivanovich Kostomarov in His Coffin.,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,historian nikolai ivanovich kostomarov in his coffin,
uri,http://www.wikidata.org/entity/Q61744001,,,en,literal,Oak Grove,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,oak grove,
uri,http://www.wikidata.org/entity/Q105078154,,,en,literal,Petersburg. Crossing the Neva.,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,petersburg crossing the neva,
uri,http://www.wikidata.org/entity/Q124337469,,,ru,literal,На лодке. Абрамцево,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,на лодке абрамцево,
uri,http://www.wikidata.org/entity/Q56048849,,,en,literal,First Snow,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,first snow,
uri,http://www.wikidata.org/entity/Q124338425,,,ru,literal,Зима. Имоченцы,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,зима имоченцы,
uri,http://www.wikidata.org/entity/Q123286325,,,en,literal,Following the example of the gods.,en,literal,painting,,,,,,,,,,en,literal,Transcarpathian Regional Art Museum,following the example of the gods,
uri,http://www.wikidata.org/entity/Q112030442,,,en,literal,Porträt der Countess Tolstaya (?),en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,porträt der countess tolstaya ,
uri,http://www.wikidata.org/entity/Q112030317,,,en,literal,Male head. Study for a painting,en,literal,watercolor painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,male head study for a painting,
uri,http://www.wikidata.org/entity/Q4179712,,,en,literal,Victim of fanaticism,en,literal,painting,,,,,,,,,,en,literal,Fine Arts Museum Kharkiv,victim of fanaticism,
uri,http://www.wikidata.org/entity/Q105525780,,,en,literal,Scenes from Cairo's life,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,scenes from cairos life,
uri,http://www.wikidata.org/entity/Q112033537,,,en,literal,River in the Caucasus,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,river in the caucasus,
uri,http://www.wikidata.org/entity/Q112033886,,,en,literal,Boris Sheremetev,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,boris sheremetev,
uri,http://www.wikidata.org/entity/Q112034241,,,en,literal,Grigorij Semënovič Volkonskij,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,grigorij semënovič volkonskij,
uri,http://www.wikidata.org/entity/Q124360245,,,ru,literal,Ока. Вечер,en,literal,painting,,,,,,,,,,en,literal,Fine Arts Museum Kharkiv,ока вечер,
uri,http://www.wikidata.org/entity/Q131765455,,,en,literal,Pier on the Neva,en,literal,painting,,,,,,,,,,en,literal,Mikhail Kroshitsky Sevastopol Art Museum,pier on the neva,
uri,http://www.wikidata.org/entity/Q112035043,,,en,literal,Ekaterina Ivanovna Khanenko,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,ekaterina ivanovna khanenko,
uri,http://www.wikidata.org/entity/Q112035744,,,en,literal,Elizaveta Alexeevna Krasilshikova,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,elizaveta alexeevna krasilshikova,
uri,http://www.wikidata.org/entity/Q124630916,,,ru,literal,Монастырь над рекой,en,literal,painting,,,,,,,,,,en,literal,Mikhail Kroshitsky Sevastopol Art Museum,монастырь над рекой,
uri,http://www.wikidata.org/entity/Q124369451,,,en,literal,Beirut,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,beirut,
uri,http://www.wikidata.org/entity/Q122875591,,,uk,literal,Осиротіли,en,literal,painting,,,,,,,,,,en,literal,Fine Arts Museum Kharkiv,осиротіли,
uri,http://www.wikidata.org/entity/Q60400322,,,,literal,Q60400322,en,literal,painting,,,,,,,,,,en,literal,Fine Arts Museum Kharkiv,q60400322,
uri,http://www.wikidata.org/entity/Q56188216,,,en,literal,In a Meeting,en,literal,painting,,,,,,,,,,en,literal,Fine Arts Museum Kharkiv,in a meeting,
uri,http://www.wikidata.org/entity/Q61746527,,,en,literal,Stream in the Forest (On the Hillside),en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,stream in the forest on the hillside,
uri,http://www.wikidata.org/entity/Q112300643,,,en,literal,Immigrant,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,immigrant,
uri,http://www.wikidata.org/entity/Q24706302,,,en,literal,Boris and Gleb. Icon.,en,literal,icon,,,,,,,,,,en,literal,Kiev National Picture Gallery,boris and gleb icon,
uri,http://www.wikidata.org/entity/Q124369460,,,ru,literal,За старым Каиром,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,за старым каиром,
uri,http://www.wikidata.org/entity/Q87220100,,,en,literal,At the monastery,en,literal,painting,,,,,,,,,,en,literal,Kherson Art Museum,at the monastery,
uri,http://www.wikidata.org/entity/Q109457817,,,en,literal,Portrait of Count G. G.  Kushelev,en,literal,painting,,,,,,,,,,en,literal,Fine Arts Museum Kharkiv,portrait of count g g  kushelev,
uri,http://www.wikidata.org/entity/Q124478866,,,ru,literal,Константинополь. Золотой Рог,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,константинополь золотой рог,
uri,http://www.wikidata.org/entity/Q111355298,,,uk,literal,портрет Єлисавети Петрівни,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,портрет єлисавети петрівни,
uri,http://www.wikidata.org/entity/Q112065100,,,en,literal,Head of the crucified Christ,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,head of the crucified christ,
uri,http://www.wikidata.org/entity/Q112065146,,,en,literal,"Portrait of poet, prose writer, translator and dramatist Sergei Mitrofanovich Gorodetsky with his wife",en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,portrait of poet prose writer translator and dramatist sergei mitrofanovich gorodetsky with his wife,
uri,http://www.wikidata.org/entity/Q123693952,,,en,literal,"Portrait of writer, dramatist, poetess and translator Tatiana Lvovna Shchepkina-Kupernik",en,literal,painting,,,,,,,,,,en,literal,Fine Arts Museum Kharkiv,portrait of writer dramatist poetess and translator tatiana lvovna shchepkinakupernik,
uri,http://www.wikidata.org/entity/Q96632197,,,uk,literal,Літо,en,literal,painting,,,,,,,,,,en,literal,Poltava Art Museum,літо,
uri,http://www.wikidata.org/entity/Q112302048,,,en,literal,archery,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,archery,
uri,http://www.wikidata.org/entity/Q124098541,,,en,literal,A. A.Tatischev,en,literal,painting,,,,,,,,,,en,literal,Simferopol Art Museum,a atatischev,
uri,http://www.wikidata.org/entity/Q122889379,,,en,literal,Porträt des Vera Ivanovna Arsenieva,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,porträt des vera ivanovna arsenieva,
uri,http://www.wikidata.org/entity/Q113380927,,,en,literal,Clear Water,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,clear water,
uri,http://www.wikidata.org/entity/Q112033492,,,en,literal,Landscape,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,landscape,
uri,http://www.wikidata.org/entity/Q112030206,,,en,literal,self portrait,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,self portrait,
uri,http://www.wikidata.org/entity/Q115325262,,,en,literal,Buried in Flowers,en,literal,painting,,,,,,,,,,en,literal,Kiev National Picture Gallery,buried in flowers,
uri,http://www.wikidata.org/entity/Q121506755,,,en,literal,Adoration of the Magi,en,literal,diptych,,,,,,,,,,en,literal,Khanenko Museum,adoration of the magi,
uri,http://www.wikidata.org/entity/Q111162961,,,en,literal,Peasant woman,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,peasant woman,
uri,http://www.wikidata.org/entity/Q111821742,,,en,literal,Christ in the Grindstone,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,christ in the grindstone,
uri,http://www.wikidata.org/entity/Q108123526,,,uk,literal,В'їзд Богдана Хмельницького до Києва 1649 року,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,вїзд богдана хмельницького до києва 1649 року,
uri,http://www.wikidata.org/entity/Q111150103,,,en,literal,Harvesting,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,harvesting,
uri,http://www.wikidata.org/entity/Q107044288,,,en,literal,Portrait of Ammiraglio Veneziano,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,portrait of ammiraglio veneziano,
uri,http://www.wikidata.org/entity/Q107044332,,,en,literal,Sea Port,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,sea port,
uri,http://www.wikidata.org/entity/Q111149817,,,en,literal,Carnival,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,carnival,
uri,http://www.wikidata.org/entity/Q20020027,,,en,literal,A Storm at Sea,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,a storm at sea,
uri,http://www.wikidata.org/entity/Q111149848,,,en,literal,Self-portrait,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,selfportrait,
uri,http://www.wikidata.org/entity/Q124031041,,,en,literal,"The Retreating Lions""",en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,the retreating lions,
uri,http://www.wikidata.org/entity/Q111329020,,,uk,literal,Подолянка,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,подолянка,
uri,http://www.wikidata.org/entity/Q12142539,,,en,literal,Portrait of Gorlenko,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,portrait of gorlenko,
uri,http://www.wikidata.org/entity/Q111042819,,,en,literal,Virgin of Mercy,en,literal,icon,,,,,,,,,,en,literal,National Art Museum of Ukraine,virgin of mercy,
uri,http://www.wikidata.org/entity/Q111042844,,,en,literal,Three women figures,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,three women figures,
uri,http://www.wikidata.org/entity/Q111042925,,,en,literal,Washerwoman,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,washerwoman,
uri,http://www.wikidata.org/entity/Q111333547,,,en,literal,Portrait of Rokachevsky's daughter,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,portrait of rokachevskys daughter,
uri,http://www.wikidata.org/entity/Q111043426,,,en,literal,"Autumn, Crotona Park, Bronx",en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,autumn crotona park bronx,
uri,http://www.wikidata.org/entity/Q111043464,,,en,literal,Dnieper by Kiev,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,dnieper by kiev,
uri,http://www.wikidata.org/entity/Q111043533,,,en,literal,"Moscow, View Toward the Factory",en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,moscow view toward the factory,
uri,http://www.wikidata.org/entity/Q111334013,,,en,literal,Peasant woman (1882),en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,peasant woman 1882,
uri,http://www.wikidata.org/entity/Q27832596,,,en,literal,Suprematism,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,suprematism,
uri,http://www.wikidata.org/entity/Q111042878,,,uk,literal,Подвір'я,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,подвіря,
uri,http://www.wikidata.org/entity/Q111042883,,,uk,literal,Портрет дівчинки,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,портрет дівчинки,
uri,http://www.wikidata.org/entity/Q111042916,,,uk,literal,Сім'я,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,сімя,
uri,http://www.wikidata.org/entity/Q87812138,,,en,literal,The beach at Egmond aan Zee,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,the beach at egmond aan zee,
uri,http://www.wikidata.org/entity/Q95139188,,,en,literal,Portrait of Vasily Repnin in childhood,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,portrait of vasily repnin in childhood,
uri,http://www.wikidata.org/entity/Q130251729,,,en,literal,Porträt des Danylo Apostol,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,porträt des danylo apostol,
uri,http://www.wikidata.org/entity/Q131539127,,,en,literal,Our Lady of Consolation,en,literal,icon,,,,,,,,,,en,literal,Khanenko Museum,our lady of consolation,
uri,http://www.wikidata.org/entity/Q126478126,,,en,literal,Cossack's conversation with a lach,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,cossacks conversation with a lach,
uri,http://www.wikidata.org/entity/Q19968971,,,en,literal,The Kiss,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,the kiss,
uri,http://www.wikidata.org/entity/Q111042861,,,en,literal,The Annunciation,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,the annunciation,
uri,http://www.wikidata.org/entity/Q100546611,,,en,literal,Before Bathing,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,before bathing,
uri,http://www.wikidata.org/entity/Q131539129,,,en,literal,In Thee rejoiceth,en,literal,icon,,,,,,,,,,en,literal,Khanenko Museum,in thee rejoiceth,
uri,http://www.wikidata.org/entity/Q131539128,,,en,literal,The Last Judment,en,literal,icon,,,,,,,,,,en,literal,Khanenko Museum,the last judment,
uri,http://www.wikidata.org/entity/Q111149775,,,en,literal,A ferry over the Dnieper River,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,a ferry over the dnieper river,
uri,http://www.wikidata.org/entity/Q111149726,,,en,literal,The rural landscape,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,the rural landscape,
uri,http://www.wikidata.org/entity/Q111149996,,,en,literal,Sketch for Carousel,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,sketch for carousel,
uri,http://www.wikidata.org/entity/Q111150039,,,en,literal,Self-portrait in a white coat,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,selfportrait in a white coat,
uri,http://www.wikidata.org/entity/Q111150165,,,en,literal,The estate of G. S. Tarnovsky in Kachanovka.,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,the estate of g s tarnovsky in kachanovka,
uri,http://www.wikidata.org/entity/Q12132615,,,en,literal,Still Life with Dead Hare,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,still life with dead hare,
uri,http://www.wikidata.org/entity/Q87002155,,,en,literal,An Amorous Couple,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,an amorous couple,
uri,http://www.wikidata.org/entity/Q111149867,,,uk,literal,Наречена (Кричевський),en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,наречена кричевський,
uri,http://www.wikidata.org/entity/Q111149903,,,uk,literal,Федір Кричевський. Життя. Триптих (Любов).,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,федір кричевський життя триптих любов,
uri,http://www.wikidata.org/entity/Q111149922,,,uk,literal,Життя. Триптих (Повернення),en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,життя триптих повернення,
uri,http://www.wikidata.org/entity/Q12142551,,,en,literal,Stanisław Augustus with masonic emblem on his breast,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,stanisław augustus with masonic emblem on his breast,
uri,http://www.wikidata.org/entity/Q111150021,,,uk,literal,Квіткарки,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,квіткарки,
uri,http://www.wikidata.org/entity/Q111150144,,,uk,literal,Весна в Україні,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,весна в україні,
uri,http://www.wikidata.org/entity/Q111153755,,,en,literal,Out into the World.,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,out into the world,
uri,http://www.wikidata.org/entity/Q112052179,,,en,literal,Portrait of Dmitry Prokofievich Troschinsky,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,portrait of dmitry prokofievich troschinsky,
uri,http://www.wikidata.org/entity/Q124151522,,,en,literal,Self-portrait,en,literal,drawing,,,,,,,,,,en,literal,National Art Museum of Ukraine,selfportrait,
uri,http://www.wikidata.org/entity/Q111152264,,,,literal,Q111152264,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,q111152264,
uri,http://www.wikidata.org/entity/Q111153780,,,uk,literal,На заробітки,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,на заробітки,
uri,http://www.wikidata.org/entity/Q111042963,,,en,literal,Watermill,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,watermill,
uri,http://www.wikidata.org/entity/Q46040924,,,en,literal,Sewing,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,sewing,
uri,http://www.wikidata.org/entity/Q3948012,,,en,literal,The Daughter of of Emperor Gordian is Exorcised by St Triphun,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,the daughter of of emperor gordian is exorcised by st triphun,
uri,http://www.wikidata.org/entity/Q111089426,,,en,literal,Flower girl,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,flower girl,
uri,http://www.wikidata.org/entity/Q111262006,,,en,literal,Portrait de Mykola Ivanovich Murashko,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,portrait de mykola ivanovich murashko,
uri,http://www.wikidata.org/entity/Q25436523,,,en,literal,"Cabinet of Art, Kiev",en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,cabinet of art kiev,
uri,http://www.wikidata.org/entity/Q111088900,,,en,literal,Winter,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,winter,
uri,http://www.wikidata.org/entity/Q20077689,,,en,literal,Madonna and child,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,madonna and child,
uri,http://www.wikidata.org/entity/Q23836540,,,en,literal,A panoramic Winter landscape with a multitude of figures on a frozen river,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,a panoramic winter landscape with a multitude of figures on a frozen river,
uri,http://www.wikidata.org/entity/Q111042983,,,en,literal,Autumn,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,autumn,
uri,http://www.wikidata.org/entity/Q124301042,,,en,literal,Chillon Castle,en,literal,painting series,,,,,,,,,,en,literal,Khanenko Museum,chillon castle,
uri,http://www.wikidata.org/entity/Q95139177,,,,literal,Q95139177,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,q95139177,
uri,http://www.wikidata.org/entity/Q95139183,,,,literal,Q95139183,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,q95139183,
uri,http://www.wikidata.org/entity/Q111153793,,,en,literal,Calm,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,calm,
uri,http://www.wikidata.org/entity/Q111340206,,,en,literal,La Dama delle Licnidi,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,la dama delle licnidi,
uri,http://www.wikidata.org/entity/Q25435824,,,uk,literal,Сцени пределли вівтаря Страсті Христові,en,literal,painting series,,,,,,,,,,en,literal,Khanenko Museum,сцени пределли вівтаря страсті христові,
uri,http://www.wikidata.org/entity/Q111162940,,,en,literal,Itinerant Musicians,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,itinerant musicians,
uri,http://www.wikidata.org/entity/Q111334155,,,,literal,Q111334155,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,q111334155,
uri,http://www.wikidata.org/entity/Q111082113,,,en,literal,Street Scene,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,street scene,
uri,http://www.wikidata.org/entity/Q111079709,,,en,literal,Posthumous portrait of russian sugar-king Ivan Nickolaevitch Tereschenko,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,posthumous portrait of russian sugarking ivan nickolaevitch tereschenko,
uri,http://www.wikidata.org/entity/Q12151183,,,en,literal,Saints Sergius and Bacchus,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,saints sergius and bacchus,
uri,http://www.wikidata.org/entity/Q111178142,,,en,literal,The guests.,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,the guests,
uri,http://www.wikidata.org/entity/Q111178253,,,en,literal,Winter Twilight in Ukraine.,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,winter twilight in ukraine,
uri,http://www.wikidata.org/entity/Q111082041,,,en,literal,My birthplace,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,my birthplace,
uri,http://www.wikidata.org/entity/Q111082137,,,en,literal,Girl in a Red Hat,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,girl in a red hat,
uri,http://www.wikidata.org/entity/Q111082063,,,en,literal,Portrait of Lucy,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,portrait of lucy,
uri,http://www.wikidata.org/entity/Q111082090,,,en,literal,Spring Symphony,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,spring symphony,
uri,http://www.wikidata.org/entity/Q111082099,,,en,literal,Springtime at Kurenivka,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,springtime at kurenivka,
uri,http://www.wikidata.org/entity/Q111082149,,,en,literal,Portrait d’Yeleny Prahovoji,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,portrait dyeleny prahovoji,
uri,http://www.wikidata.org/entity/Q111179145,,,en,literal,Burial of a Kish Otaman,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,burial of a kish otaman,
uri,http://www.wikidata.org/entity/Q111178136,,,uk,literal,"Сторожа запорозьких вольностей Полотно, олія.",en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,сторожа запорозьких вольностей полотно олія,
uri,http://www.wikidata.org/entity/Q111178167,,,uk,literal,Краєвид Подолу у Києві,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,краєвид подолу у києві,
uri,http://www.wikidata.org/entity/Q111179019,,,uk,literal,Жанрова сцена,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,жанрова сцена,
uri,http://www.wikidata.org/entity/Q133864319,,,en,literal,City–Shtetl,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,cityshtetl,
uri,http://www.wikidata.org/entity/Q111082219,,,uk,literal,Старий вчитель. Портрет Миколи Мурашка,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,старий вчитель портрет миколи мурашка,
uri,http://www.wikidata.org/entity/Q20091607,,,en,literal,Burial of the monk Kyiv Khanenka,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,burial of the monk kyiv khanenka,
uri,http://www.wikidata.org/entity/Q111088918,,,en,literal,Glukhoman,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,glukhoman,
uri,http://www.wikidata.org/entity/Q35224484,,,en,literal,Joining the Komsomol,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,joining the komsomol,
uri,http://www.wikidata.org/entity/Q107012060,,,en,literal,Quay in Venice,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,quay in venice,
uri,http://www.wikidata.org/entity/Q111082122,,,en,literal,Self-portrait,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,selfportrait,
uri,http://www.wikidata.org/entity/Q111089188,,,uk,literal,У затінку,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,у затінку,
uri,http://www.wikidata.org/entity/Q123614066,,,en,literal,Wedding in Kyiv Gubernia,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,wedding in kyiv gubernia,
uri,http://www.wikidata.org/entity/Q4411552,,,uk,literal,Святий Георгій з житієм,en,literal,sculpture,,,,,,,,,,en,literal,National Art Museum of Ukraine,святий георгій з житієм,
uri,http://www.wikidata.org/entity/Q111089816,,,en,literal,Idyll,en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,idyll,
uri,http://www.wikidata.org/entity/Q47606164,,,uk,literal,"Навіки з Москвою, навіки з російським народом",en,literal,painting,,,,,,,,,,en,literal,National Art Museum of Ukraine,навіки з москвою навіки з російським народом,
uri,http://www.wikidata.org/entity/Q18711064,,,en,literal,After the Bath,en,literal,painting,,,,,,,,,,en,literal,Khanenko Museum,after the bath,
uri,http://www.wikidata.org/entity/Q131522525,,,,literal,Q131522525,en,literal,icon,,,,,,,,,,en,literal,Khanenko Museum,q131522525,
uri,http://www.wikidata.org/entity/Q26257045,,,en,literal,Suprematist Composition 1,en,literal,painting,,,,,,,,,,en,literal,Mystetskyi Arsenal,suprematist composition 1,
uri,http://www.wikidata.org/entity/Q125217300,,,en,literal,Barns,en,literal,painting,,,,,,,,,,en,literal,Odesa Fine Arts Museum,barns,
uri,http://www.wikidata.org/entity/Q131394987,,,en,literal,Baron Andreas Ludvig Rozen,en,literal,painting,,,,,,,,,,en,literal,Odesa Fine Arts Museum,baron andreas ludvig rozen,
uri,http://www.wikidata.org/entity/Q99322583,,,en,literal,Ford,en,literal,painting,,,,,,,,,,en,literal,Odesa Fine Arts Museum,ford,
uri,http://www.wikidata.org/entity/Q105490615,,,en,literal,Sea view from the chapel on the shore,en,literal,painting,,,,,,,,,,en,literal,Odesa Fine Arts Museum,sea view from the chapel on the shore,
uri,http://www.wikidata.org/entity/Q130319957,,,en,literal,Landscape with a Tree,en,literal,painting,,,,,,,,,,en,literal,Odesa Fine Arts Museum,landscape with a tree,
uri,http://www.wikidata.org/entity/Q115800916,,,en,literal,Horatius reads before  Maecenas,en,literal,painting,,,,,,,,,,en,literal,Odesa Fine Arts Museum,horatius reads before  maecenas,
uri,http://www.wikidata.org/entity/Q113531276,,,en,literal,Porträt des Fyodor Chaliapin,en,literal,painting,,,,,,,,,,en,literal,Odesa Fine Arts Museum,porträt des fyodor chaliapin,
uri,http://www.wikidata.org/entity/Q123740971,,,en,literal,Khadzhibey,en,literal,painting,,,,,,,,,,en,literal,Odesa Fine Arts Museum,khadzhibey,
uri,http://www.wikidata.org/entity/Q105078345,,,en,literal,The Black Sea at night,en,literal,painting,,,,,,,,,,en,literal,Odesa Fine Arts Museum,the black sea at night,
uri,http://www.wikidata.org/entity/Q105439879,,,en,literal,Puskin in Crimea near Gurzuf rocks,en,literal,painting,,,,,,,,,,en,literal,Odesa Fine Arts Museum,puskin in crimea near gurzuf rocks,
uri,http://www.wikidata.org/entity/Q105440356,,,en,literal,A. S. Pushkin at the Black Sea coast,en,literal,painting,,,,,,,,,,en,literal,Odesa Fine Arts Museum,a s pushkin at the black sea coast,
uri,http://www.wikidata.org/entity/Q105440436,,,en,literal,Sailboat .,en,literal,painting,,,,,,,,,,en,literal,Odesa Fine Arts Museum,sailboat ,
uri,http://www.wikidata.org/entity/Q99693027,,,en,literal,I'm bored with you,en,literal,painting,,,,,,,,,,en,literal,Odesa Fine Arts Museum,im bored with you,
uri,http://www.wikidata.org/entity/Q112040464,,,uk,literal,Художник пише етюд,en,literal,painting,,,,,,,,,,en,literal,Odesa Fine Arts Museum,художник пише етюд,
